asn,org,country,total_prefixes,signal_count,source_count,vpn_signals,tor_signals,malware_signals,drop_list_signals,phishing_signals,public_feed_signals,public_feed_overlap,signal_density,confidence,sources
146692,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146693,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146694,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146695,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146696,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146697,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146698,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146699,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146700,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146701,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146702,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146703,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146704,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146705,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146706,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146707,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146708,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146709,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146710,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146711,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146712,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146713,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146714,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146715,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146716,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146717,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146718,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146719,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146720,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146721,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146722,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146723,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146724,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146725,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146726,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146727,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146728,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146729,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146730,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146731,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146732,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146733,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146734,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146735,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146736,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146737,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146738,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146739,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146740,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146741,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146742,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146743,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146744,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
146745,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
149440,Evoxt Sdn. Bhd.,MY,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
151423,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151424,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151425,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151426,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151427,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151428,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151429,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151430,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151431,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151432,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151433,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151434,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151435,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151436,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151437,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151438,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151439,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151440,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151441,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151442,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151443,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151444,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151445,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151446,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151447,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151448,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151449,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151450,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151451,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151452,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151453,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151454,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151455,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151456,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151457,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151458,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151459,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151460,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151461,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151462,China Education and Research Network (CERNET),CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
151873,TOTHOST SOLUTIONS AND TECHNOLOGIES COMPANY LIMITED,VN,0,3,2,0,2,0,0,0,1,2,3.0000,low,"bad-cidrs-v4,tor-radar-network"
152992,ONLINE DATA COMPANY LIMITED,VN,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
197922,Techcrea Solutions SAS,FR,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
198189,Throttle Limited,GB,0,3,2,0,2,0,1,0,0,2,3.0000,low,"spamhaus-asndrop,tor-radar-network"
198953,proton66,RU,0,3,2,0,0,0,1,0,2,2,3.0000,low,"bad-cidrs-v4,spamhaus-asndrop"
199058,SERVA ONE LTD,PL,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
199415,Association YORKHOST,FR,0,3,2,0,1,0,0,0,2,2,3.0000,low,"bad-cidrs-v4,tor-radar-network"
201308,Castlegem SRL,GB,0,3,2,0,1,0,0,0,2,2,3.0000,low,"bad-cidrs-v4,tor-radar-network"
203476,GANDI SAS,FR,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
204615,IP Fiber Inc,SE,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
205090,FIRST SERVER LIMITED,RU,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
206134,NEKOBYTE INTERNATIONAL LIMITED,DE,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
206728,MEDIALAND-AS,RU,0,3,2,0,0,0,1,0,2,2,3.0000,low,"bad-cidrs-v4,spamhaus-asndrop"
207143,hosttech GmbH,CH,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
209604,2E TELEKOMUNIKASYON LTD STI,US,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
210226,Windcloud 4.0 GmbH,DE,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
210329,CLOUDWEBMANAGE-UK-1,US,0,3,1,3,0,0,0,0,0,1,3.0000,low,asn-vpn-multi-provider
210403,Groupe LWS SARL,FR,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
211659,STIMUL-AS,HK,0,3,2,0,0,0,1,0,2,2,3.0000,low,"bad-cidrs-v4,spamhaus-asndrop"
213250,Dominic Scholz trading as ITP-Solutions GmbH & Co. KG,DE,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
213448,NETIFACEUK-AS,GB,0,3,2,0,0,0,1,0,2,2,3.0000,low,"bad-cidrs-v4,spamhaus-asndrop"
213759,Tose'eh Lian Yas Ertebat PJSC,IR,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
213887,WAIcore Ltd,DE,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
214668,AxusHost B.V.,NL,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
214940,KPRONET,GB,0,3,2,0,0,0,1,0,2,2,3.0000,low,"bad-cidrs-v4,spamhaus-asndrop"
215762,Bullet Group LTD,NL,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
216341,OPTIMA-AS,HK,0,3,2,0,0,0,1,0,2,2,3.0000,low,"bad-cidrs-v4,spamhaus-asndrop"
264617,GRUPO PANAGLOBAL 15 S.A,CH,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
329007,"ELENDE - TECNOLOGIAS DE INFORMACAO - COMERCIO E SERVICOS, LDA",AO,0,3,3,0,1,0,1,0,1,3,3.0000,low,"bad-cidrs-v4,spamhaus-asndrop,tor-radar-network"
398242,Prentiss County Electric Power Association,US,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
398324,Censys Inc.,US,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
398705,Censys Inc.,US,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
398722,Censys Inc.,US,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
399045,DediOutlet LLC,US,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
399471,AS-SERVERION,NL,0,3,2,2,0,0,1,0,0,2,3.0000,low,"asn-vpn-multi-provider,spamhaus-asndrop"
399486,12651980 CANADA INC.,FR,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
400475,NUCLEARFALLOUT-DAL,US,0,3,2,2,1,0,0,0,0,2,3.0000,low,"asn-vpn-multi-provider,tor-radar-network"
401736,Project Daylily,US,0,3,1,0,3,0,0,0,0,1,3.0000,low,tor-radar-network
260,GTT,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
553,Universitaet Stuttgart,DE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
786,Jisc Services Limited,GB,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
932,XNNET LLC,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
1403,EBOX,CA,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
1680,Cellcom Fixed Line Communication L.P,IL,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
1835,Forskningsnettet - Danish network for Research and Education,DK,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
2611,BELNET,BE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
2773,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2775,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2776,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2777,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2778,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2780,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2782,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2792,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
2900,Arizona Tri University Network,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
3214,xTom GmbH,NL,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
3249,Telia Eesti AS,EE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
3313,BT Italia S.p.A.,IT,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
3329,Vodafone-panafon Hellenic Telecommunications Company SA,GR,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
3340,Magyar Telekom Plc.,HU,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
3741,IS,ZA,0,2,1,2,0,0,0,0,0,1,2.0000,low,asn-vpn-multi-provider
3842,RAMNODE,US,0,2,2,1,1,0,0,0,0,2,2.0000,low,"asn-vpn-multi-provider,tor-radar-network"
4009,Internetworsks Inc.,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
4181,TDS TELECOM,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
5408,National Infrastructures for Research and Technology S.A.,GR,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
5466,Eircom Limited,IE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
6134,XNNET LLC,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
6315,"XMission, L.C.",US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
6364,ATLANTIC-NET-1,US,0,2,1,2,0,0,0,0,0,1,2.0000,low,asn-vpn-multi-provider
6513,Proximus,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
6661,POST Luxembourg,LU,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
6790,Magyar Telekom Plc.,HU,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
6855,"Slovak Telekom, a.s.",SK,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
6934,AT & T,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
7311,Frontier Networks Inc,CA,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
7738,V tal,BR,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
7948,AT&T,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
8167,V tal,BR,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
8204,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
8227,Telenet BV,BE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
8358,Magyar Telekom Plc.,HU,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
8400,TELEKOM SRBIJA a.d.,RS,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
8422,NetCologne Gesellschaft fur Telekommunikation mbH,DE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
8447,A1 Telekom Austria AG,AT,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
8455,atom86 BV,NL,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
8495,INTERNET AG Global Network,DE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
8579,Magyar Telekom Plc.,HU,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
8582,GTT Communications Netherlands B.V.,NL,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
8764,"Telia Lietuva, AB",LT,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
8943,Jump Networks Ltd,GB,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
8972,Host Europe GmbH,DE,0,2,2,0,1,0,0,0,1,2,2.0000,low,"bad-cidrs-v4,tor-radar-network"
9003,Societe Francaise Du Radiotelephone - SFR SA,FR,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
9044,BSE Software GmbH,CH,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
9286,KINX,KR,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
9378,JCOM Co. Ltd.,JP,0,2,2,0,1,0,0,0,1,2,2.0000,low,"bad-cidrs-v4,tor-radar-network"
10482,Shaw Communications,CA,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
10665,SkyNET Corporation,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
10929,ESTRUXTURE-QC-10929,CA,0,2,2,1,1,0,0,0,0,2,2.0000,low,"asn-vpn-multi-provider,tor-radar-network"
11404,Wave Broadband,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
11556,Cable & Wireless Panama,PA,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
11572,PhoenixNAP LLC,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
11845,Vox Telecom Ltd,ZA,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
12083,WideOpenWest Finance LLC,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
12093,University of Waterloo,CA,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
12271,Charter Communications Inc,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
12338,Euskaltel S.A.,ES,0,2,2,0,1,0,0,0,1,2,2.0000,low,"bad-cidrs-v4,tor-radar-network"
12586,GHOSTnet GmbH,DE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
12989,Black HOST Ltd,NL,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
13076,Virgin Media Limited,GB,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
13446,Netzero INC.,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
13645,BroadbandONE LLC,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
13692,Douglas FastNet,US,0,2,2,0,1,0,0,0,1,2,2.0000,low,"bad-cidrs-v4,tor-radar-network"
14315,1GSERVERS LLC,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
14562,Shaw Communications,CA,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
14586,NUCLEARFALLOUT-CHI,US,0,2,1,2,0,0,0,0,0,1,2.0000,low,asn-vpn-multi-provider
14618,"Amazon.com, Inc.",US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
14902,Unitas Global,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
15440,BALTNETA Customers AS,LT,0,2,1,2,0,0,0,0,0,1,2.0000,low,asn-vpn-multi-provider
15502,Vodafone Ireland Limited,IE,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
15576,NTS workspace AG,CH,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
15600,Quickline AG,CH,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
15891,Host Europe GmbH,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
15996,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
17054,Expedient,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
17676,SoftBank Corp.,JP,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
17858,LG POWERCOMM,KR,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
18186,Nebula Global LLC,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
18845,Castlegem Inc.,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
19075,Shaw Communications,CA,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
19720,Cablevision Systems Corp.,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
19901,Brightspeed,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
20712,Andrews & Arnold Ltd,GB,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
20773,Host Europe GmbH,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
20825,Vodafone West GmbH,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
20936,Deutsche Telekom AG,DE,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
21949,Beanfield Technologies Inc.,CA,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
22745,V tal,BR,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
23655,Two Degrees Mobile Limited,NZ,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
23969,TOT Public Company Limited,TH,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
24800,BornFiber Service Provider ApS,DK,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
24837,MegaLink LLC,RU,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
25184,Afranet,IR,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
25400,Telia Norge AS,NO,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
25532,LLC MASTERHOST,RU,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
25613,Mediacom Communications Corp,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
25693,Virtual Machine Solutions LLC,US,0,2,2,0,1,0,0,0,1,2,2.0000,low,"bad-cidrs-v4,tor-radar-network"
25973,Global Telecom & Technology ASN,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
26277,ServerPoint.com,US,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
26677,ORION,CA,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
27323,SERVERSTADIUM,US,0,2,1,2,0,0,0,0,0,1,2.0000,low,asn-vpn-multi-provider
28548,Cablevisión S.A. de C.V.,MX,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
29169,GANDI SAS,LU,0,2,1,0,2,0,0,0,0,1,2.0000,low,tor-radar-network
29302,HSI-EUROPE,US,0,2,1,2,0,0,0,0,0,1,2.0000,low,asn-vpn-multi-provider
29580,A1BG_RSG A1 EAD,BG,0,2,2,1,1,0,0,0,0,2,2.0000,low,"asn-vpn-multi-provider,tor-radar-network"
30036,Mediacom Communications Corp,US,0,2,1,0,0,0,0,0,2,1,2.0000,low,bad-cidrs-v4
